,dia,isbn,PNL,Titulo,Autor,Chancela,pvp,pvp_livro_do_dia,desconto_livrdia_perc,Participant_Name,stand
2691,2021-08-27,9789898761491,,Meditação Feliz,Valérie Marchand,4estações,24.5,14.7,40.0,4estações Editora,A71
2692,2021-09-04,9789898761125,,"Meditação Para Pessoas Ocupadas, Osho",Osho,4estações,13.89,8.3,40.244780417566595,4estações Editora,A71
2693,2021-08-31,9789898895615,,Meditação Sem Blá-Blá-Blás,Dominique Casaux,Jacarandá Editora,7.9,3.95,50.0,Editorial Presença,B50
2694,2021-08-30,9789898886002,,Meditações,Marco Aurélio,Cultura,15.0,7.5,50.0,Cultura Editora,A24
2695,2021-09-12,9789898999108,,Meditações Para A Manhã E Para A Noite,James Allen,Alma Dos Livros,12.45,7.48,39.91967871485943,Alma Dos Livros,A36
2696,2021-08-27,9789722358941,,Medo Do Quê?,Rodrigo Abril De Abreu,Editorial Presença,10.9,5.45,50.0,Editorial Presença,B54
2697,2021-09-07,508733138010,,Medos E Companhia,Tiago Lopes Lino,Ideias Com História,24.9,19.92,19.999999999999986,Ideias Com História,D05
2698,2021-09-07,9789896714277,,Medusa No Palácio Da Justiça,Isabel Ventura,Tinta-Da-China,23.9,14.36,39.9163179916318,Tinta-Da-China,C16
2699,2021-09-08,9789897243936,,Megatech,Daniel Franklin,Clube Do Autor,17.0,10.2,40.0,Clube Do Autor,A59
2700,2021-08-27,502784598b,,"Megg, Mogg & Mocho",Simon Hanselmann,Mmmnnnrrrg,12.0,5.0,58.333333333333336,Blaubookshop – Chili Com Carne,D28
2701,2021-09-02,502784598b,,"Megg, Mogg & Mocho",Simon Hanselmann,Mmmnnnrrrg,12.0,5.0,58.333333333333336,Blaubookshop – Chili Com Carne,D28
2702,2021-09-10,502784598b,,"Megg, Mogg & Mocho",Simon Hanselmann,Mmmnnnrrrg,12.0,5.0,58.333333333333336,Blaubookshop – Chili Com Carne,D28
2703,2021-08-28,9789897021794,,Mein Kampf,Adolf Hitler,"Guerra E Paz, Editores",26.0,15.6,40.0,Guerra E Paz  Editores,A50
2704,2021-09-05,9789897021794,,Mein Kampf,Adolf Hitler,"Guerra E Paz, Editores",26.0,15.6,40.0,Guerra E Paz  Editores,A50
2705,2021-09-12,9789897021794,,Mein Kampf,Adolf Hitler,"Guerra E Paz, Editores",26.0,15.6,40.0,Guerra E Paz  Editores,A50
2706,2021-09-07,9789896685621,,Melancolia Norte,Michel Rio,Elsinore,14.99,8.99,40.0266844563042,20|20 Editora,D50
2707,2021-09-09,9789899993396,,Melhore A Sua Visão Através De Métodos Naturais,Meir Schneider,Alma Dos Livros,19.45,11.68,39.948586118251924,Alma Dos Livros,A34
2708,2021-08-28,9789897526336,,Melhoria Contínua Nas Organizações,Carvalho,Lidel,22.2,17.76,19.99999999999999,Lidel – Edições Técnicas,B19
2709,2021-08-26,9789892060408,,Memória Dos Lusitanos,Pedro Silva,Edições Verbi Gratia,7.5,4.5,40.0,Convergência,D20
2710,2021-08-28,9789720046710,,Memorial Do Convento,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
2711,2021-08-31,9789720046710,,Memorial Do Convento,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
2712,2021-09-05,9789720046710,,Memorial Do Convento,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
2713,2021-09-10,9789720046710,,Memorial Do Convento,José Saramago,Porto Editora,17.7,8.85,50.0,Porto Editora,B16
2714,2021-09-07,9789899021259,,"Memórias - A Capela De São João Baptista Da Igreja De São Roque, Lisboa",Angela Delaforce,"Scml, 2020",15.0,12.0,20.0,Santa Casa Da Misericórdia De Lisboa,B02
2715,2021-09-04,9789725306383,✅,Memórias Da Pipa Mamute,Mike Benton E Rob Hodgson,Bizâncio,15.0,7.5,50.0,Bizâncio,D33
2716,2021-08-30,9789898868527,✅,Memórias Da Plantação,,Orfeu Negro,17.0,10.2,40.0,Orfeu Negro | Pato Lógico,A40
2717,2021-09-10,9789898868527,✅,Memórias Da Plantação,,Orfeu Negro,17.0,10.2,40.0,Orfeu Negro | Pato Lógico,A40
2718,2021-08-30,500510700046,,Memórias Da Resistência,António Ventura,Cml,15.15,7.58,49.96699669966997,Loja Blx,D02
2719,2021-08-27,9789725686850,✅,Memórias De Adriano,Marquerite Yourcenar,Ulisseia,14.95,8.97,39.99999999999999,Babel,A02
2720,2021-08-31,9789725686850,✅,Memórias De Adriano,Marquerite Yourcenar,Ulisseia,14.95,8.97,39.99999999999999,Babel,A02
2721,2021-09-04,9789725686850,✅,Memórias De Adriano,Marquerite Yourcenar,Ulisseia,14.95,8.97,39.99999999999999,Babel,A02
2722,2021-09-08,9789725686850,✅,Memórias De Adriano,Marquerite Yourcenar,Ulisseia,14.95,8.97,39.99999999999999,Babel,A02
2723,2021-09-12,9789725686850,✅,Memórias De Adriano,Marquerite Yourcenar,Ulisseia,14.95,8.97,39.99999999999999,Babel,A02
2724,2021-09-11,9789896716233,,Memórias De Um Craque,Fernando Assis Pacheco,Tinta-Da-China,15.9,12.73,19.937106918238992,Tinta-Da-China,C41
2725,2021-09-11,9789722364683,✅,Memórias De Um Gato Viajante,Hiro Arikawa,Editorial Presença,15.9,7.95,50.0,Editorial Presença,A77
2726,2021-08-27,9781702091909,,Memórias De Um Peregrino,Agostinho Leal,Ego Editora,14.9,5.0,66.44295302013423,Ego Editora,D08
2727,2021-09-10,9789898917683,,Memórias De Uma Vida Em Guerra,Susan Meissner,Topseller,19.99,12.0,39.969984992496244,20|20 Editora,C27
2728,2021-09-11,9789896417420,,Memórias Do Subterrâneo,Fiódor Dostoievski,Relógio D’água Editores,10.0,6.0,40.0,Relógio D’água Editores,A72
2729,2021-09-03,9789722535748,,Memórias Esquecidas,Jodi Picoult,Bertrand,18.8,9.4,50.0,Bertrand Editora,A29
2730,2021-09-07,9789722535748,,Memórias Esquecidas,Jodi Picoult,Bertrand,18.8,9.4,50.0,Bertrand Editora,A29
2731,,9789896410544,,Memórias Póstumas De Brás Cubas | Quincas Borba,Machado De Assis,Relógio D’água Editores,18.17,10.0,44.96422674738581,Relógio D’água Editores,A129
2732,2021-09-11,9789896419509,,"Memórias, Sonhos, Reflexões",C. G. Jung,Relógio D’água Editores,20.0,12.0,40.0,Relógio D’água Editores,A119
2733,2021-09-07,9789899021266,,Memories. The Chapel Of St John The Baptist In The Church Of São Roque In Lisbon,Angela Delaforce,"Scml, 2020",15.0,12.0,20.0,Santa Casa Da Misericórdia De Lisboa,B02
2734,2021-09-06,9789896686260,,Menos Que Zero (Bret Easton Ellis),Bret Easton Ellis,Elsinore,15.49,9.3,39.96126533247256,20|20 Editora,D50
2735,,9789724819136,,Mensagem,Fernando Pessoa,Lello Editores,13.0,7.8,40.0,Lello Editores,A11
2736,2021-08-26,9789723704365,,Mensagem,Fernando Pessoa,Assírio & Alvim,11.0,5.5,50.0,Porto Editora,A43
2737,2021-09-03,9789723704365,,Mensagem,Fernando Pessoa,Assírio & Alvim,11.0,5.5,50.0,Porto Editora,A43
2738,2021-09-08,9789723704365,,Mensagem,Fernando Pessoa,Assírio & Alvim,11.0,5.5,50.0,Porto Editora,A43
2739,2021-09-11,9789723704365,,Mensagem,Fernando Pessoa,Assírio & Alvim,11.0,5.5,50.0,Porto Editora,A43
2740,2021-09-06,9789896715823,✅,Mensagem,Fernando Pessoa,Tinta-Da-China,25.0,17.6,29.599999999999994,Tinta-Da-China,C16
